,overall,reviewText,summary,unixReviewTime,reviewerID,reviewerName
6998,3,"this story follows the time-honored tradition of sea journeys that started with homer's the odyssey and continues to this day with the star trek series: a crew of characters goes from island to island (planet to planet), encountering strange beings, weird portents, and various threats before moving on to the next obstacle. in this, lewis succeeds rather well. in particular, the chapters on the darkness, where you are swallowed by dark and your dreams (nightmares?) come true, the disturbing golden pond of death, and the land of the dragon, are captivating episodes. and close to the very end, in which the voyagers approach the end of the world (apocalypse, anyone?) and are bathed in a preternatural light, has its own driving beauty; i found myself captivated by the rhythm of the language and raced to the end.

these are the high points. unfortunately, lewis continues to subject his readers to the same smarmy attitude, elliptical comments, and heavy-handed christian symbolism that plagues his other stories. in particular, i found his continual poking at eustace, the obnoxious cousin of the pevensie's, objectionable. he exposes his conservative roots by criticizing him and his parents as pacifists and vegetarians! i almost put the book down at that point. hey, if i were eustace, i'd probably demand to see the british consul as well! when he gets turned into a dragon, i thought bravo! who wouldn't want to be a dragon? but no, he had to get aslan-ized, humbled, and returned to the flock. too bad.

then there's reepacheep. i found this overgrown mouse, who has to fight anything and anyone to uphold his sense of ""honor,"" to be tiresome indeed. why aslan let him into his magic realm at the end is beyond me.

the main character, of course, is lucy. despite his heavy-handedness, lewis is able to maintain lucy's charm. if there's one thing i do like about lewis, as opposed to tolkien's lord of the rings, is that he is able to get into the mind of a female child character.

then there's aslan (epigram: nasal). more so than the lion, the witch & the wardrobe or prince caspian, the big cat seems to conveniently be there for every close call, dipping into the story like a feline deux ex machina. the story doesn't start out that way--in fact, right after eustace got dragonized, i said to myself, ""hey, this is great! no aslan!"" of course, alsan then shows up immediately to rescue him. while young children may find this comforting, i find it a copout. and once reformed, eustace becomes a boring non-character.

oh, one more thing. i found it interesting that the place where ""dreams come true"" is in fact a kind of bermuda triangle, a black hole in the middle of the sea, and the only dreams are nightmares. this is a reversal of the usual meaning of the phrase, which normally carries a very positive connotation. was lewis himself haunted by nightmares? i've always found dreams fascinating, even the disturbing ones, and i was somewhat disappointed that the attitude that lewis promotes is that bad dreams are to be avoided, not dealt with.",these are the voyages of the starship dawntreader-a writer's review,1138147200,AI5YLDZ9MUA9H,James Webster
7001,3,"in this magical tale of witch craft magic and fighting, the ancient kings and queens of narnia peter, edmund, susan, and lucy find there selves back in narnia in a strange beach after there await for the train. it had been a year since they had ruled narnia, thou took no time to retrace there memories of there grand era. although one year in the human world is thousands of years in narnia. coming back to a castle in ruins. thou not knowing it is there very own. a new enemy has risen in narnia which is now called new narnia. the old narnians have been run out and the time of deep magic has come. this means a time for war.

aslan and the magical creatures are back in a war ready to take back narnia once and for all. the new king caspian lead his new troupes into battle. the old narnians have been in hiding for the new son of adam king that forcibly took over narnia for his new kingdom and passed it down. now caspian must fight his uncle, the king, with the old narnians to take back there land.

this book is great for anyone who loves magic and talking creatures. this book is part of a series and is the 4th book. i recommend this book for middle school kids and up.",great review,1137715200,AL6RQJQ1GUK99,Bam Shields
7002,5,i think publishing the books in chronological order is a neat idea! the copyright dates are clearly listed in the front of the anthology for anyone who wants to read them in the original release order. wonderful books for all ages!,great collection!,1137542400,A3Q6G2659MLCF6,Heidi A. Dugan
7003,1,"unlike the other narnia books it seems the children can't take two steps without requiring divine intervention.

time and again one of the characters ties to do something completely crazy such as willingly casting a spell which will destroy narnia (for personal gain) untill aslan appears in some form to

change their minds.

i enjoyed all of the other books in the series (would rate them as a 4 - 5), with the exception of the last battle which having

peeked ahead i decided not to finish, as to  me it would have been a most depressing end to a great series.",aslan saves the day again and again and again ...,1137369600,A1Z7QBQ88KT0F3,Amazon Customer
7005,3,"these are children's books and read as such. if you discovered them late in life, as i did, you may be frustrated by the writing style and simplistic imagery. do not expect them to have the cross-over appeal of lord of the rings, his dark materials, or even harry potter. i'm sure they're wonderful for children, but adults may not enjoy them as much.",for kids,1137369600,A241RTLIXIQ6PX,A. Janowicz
7006,5,"lewis didn't write the narnia books in chronological order when he first wrote them.  i read them in the order that lewis wrote them with the lion, the witch and the wardrobe being first and the magician's nephew being the next to the last.  the ""historical"" narnian chronology starts with the magician's nephew, but to be honest, it really doesn't matter. (just so you read the last battle last.)

reading this book (written for children of all ages, including grown ones!) will do many good things for you.  the most important thing is that it will make you love god more, love his son jesus more, and understand the gospel better.  i first read the lion, the witch and the wardrobe when i was 29 years old and i openly wept over various parts of the book as well as rejoiced over the triumphant ending.

you will want to read the book many times, as new insights about jesus will come out each time.  it is hard to believe that a book so geared to the younger reader could have so many rich insightsinto life in general and the christian life in particular -- but it does.

read it to your children, your grandchildren, your nephews and nieces -- and read it for yourself.

you'll never regret it.",don't worry about the order -- just read them all!,1137283200,A19LF6TAS3JCQX,LindaT
7010,3,"as i go through and reread these novels, i am remembering how i felt when i originally read them.  even when i initially picked up the books to reread i remembered that prince caspian was not my favorite of the narnia books but i hoped to see something in it that i hadn't before.  i did but that only added to my ambivalence rather than building up my appreciation.  the subtle sexism is less subtle in this novel than in the lion, the witch, and the wardrobe.  not offensively so but undeniably there.  of course, given when it was written it is not unreasonable to expect there to be some sexism.  just disappointing, i suppose.",not my favorite narnia book,1137110400,APPCJX62WKIIP,Satia Renee
7012,5,"while the narnia books are based on christian cosmology, whatver your religious beliefs, these books promote ethics that should be important to everyone: love, kindness, and doing the right thing.  also, there is a healthy dose of more ancient belif systems in them.  for example, in ""the magician's nephew,"" aslan brings into narnia all sorts of pagan creatures, including some called ""gods,"" and these are all good beings who belong there!

""the magician's nephew"" starts off this wonderful series.  if you've only seen the new movie, start with this one.  you'll learn who the professor is and what he has to do with narnia.  you'll get to see how narnia was created by aslan himself, and how the white witch came into the picture.  one of the coolest things was how the lamppost came to exist in narnia, and how the wardrobe of the second book came to be built, and contained enough magic to send four children between worlds.

i am a young adult fantasy author myself, and i think this is a fantastic book.  while written for children, it's an awesome experience for adults as well.  it's easy to see why lewis was one of the early masters of the fantasy genre.  (my novel, <a href=http://www.amazon.com/gp/product/1411637208/>amber in the over world</a>, is available here on amazon.)",an engaging beginning,1136851200,A27EU87349HI2G,Jonathan Fesmire
7013,1,"c.s. lewis' epic 7 novel series of a magical land of witches, talking animals, and enchanted wardrobes are collected in this edition. beginning with the first novel, ""the magician's nephew"", which recounts the birth of narnia and how the uncle of the famous peter, susan, edmund, and lucy, came to be in possession of that mysterious wardrobe, up through the closing tale, ""the last battle"". adventure and magic are everywhere in this collection of timeless stories.

i was read these books as a child and unfortunately for me, this was not a series i should have revisited. i severely disliked all 7 of these books. i found lewis' writing style to be downright annoying and, honestly, quite poor. the christian mythology that is supposed to be cleverly hidden in these stories, isn't really hidden or clever at all. i found it to be heavy-handed and cumbersome. i was also appauled by how this series ended. all of the children and their parents are killed in a horrible accident, but it's ok, because now they all get to live in narnia forever. what? this is supposed to be a children's story, and i find that disturbing.

i cannot honestly say i would recommend these books to anyone.","terrible, just terrible.",1136764800,AG2IEP1MJQHFS,Kelly Houser
7017,5,"the chronicles of narnia is a marvelous set of seven fairy tales about a world other than our own where a lion named aslan serves as the voice of wisdom, goodness and power. many believe them to be tied to c. s. lewis's christian beliefs, which they surely would be as one writes about what one knows and believes at some level, whether intentional or not. however, it seems to me that the stories in the chronicles are as much about basic truth, goodness and the concept that there is a power bigger than each of us, whatever our religion or lack thereof. as regards religious belief(s), all religions in which god is the center share similar `truths' and differ, primarily, in the interpretation of how these truths are to be viewed and how they are to be applied to living. well, enough of that.

the lion, the witch and the wardrobe was the first written and it introduces us to four children: lucy, edmund, susan and peter. the four siblings have a most extraordinary adventure when they travel to another world called narnia through a large wardrobe in a room in a large country estate outside london where they've been sent for safety during world war ii. they meet some powerful characters, a host of talking animals, and become instrumental in the overthrow of the wicked white witch who has caused a hundred years of winter in narnia (but no christmas). eventually the children return home. later they (or some of them, at least) return to narnia for further adventures in the stories of prince caspian, the voyage of the dawn treader, and the silver chair. other children experience narnia as well in the horse and his boy and the magician's nephew, until the enchanted land comes to an end in the last battle.

the essay at the end of the book about writing for children is enlightening. as lewis states, however, don't expect to learn how to write for children by reading the essay. he says he's not conceited enough to think he could do that. reading it will, however, give the reader better insight into lewis's philosophy of writing in general, but, most particularly, for the young.

there's ongoing controversy over the reading order of these remarkable stories which c.s. ""jack"" lewis began writing in 1949 and finished in 1956 (he died in 1963). my preference is to begin with the lion, the witch and the wardrobe (i find it interesting that hollywood started with this one and not the chronological first one, the magician's nephew. it gives me hope that they can do some things right). i, for one, would not want to know some things about narnia at the beginning of the series. it makes me wonder how future generations will think the six (so far) star wars sagas should be viewed. will there be controversy over whether or not the first in the series should be the prequel we have today in which we learn who, why and how darth vader became darth vader? i, again, would not want to know right away. having seen the first one in the 70s, i appreciate that my questions about dv fermented for a time, to be answered later; but, will future generations agree?

however you read the chronicles of narnia, just read them. it's a worthwhile expenditure of time and effort!

carolyn rowe hill",timeless classic:5+,1136592000,A3JSDV57XPD937,Carolyn Rowe Hill
7019,3,"i recommend chronicles of narnia to any child or pre-adolescent with interest in fantasy books. the book is too simplistic to be recommended to anyone older, and too religiously allegorical for those who find religious allegory in a fictional work tacky and forced.

while frequently compared to lord of the rings, the narnia chronicles is hardly a match. comparing the two is largely impossible - their only similarities being the authors' mutual acquaintance, and the general genre of the works. whereas tolkien's books are painstakingly detailed, the average narnia book is brisk - both in its attention to detail and flow of time. while tolkien's works construct and reveal a near-impeccably built world - complete with fictitious histories, geography and languages, the world of narnia is largely thrown-together (consider ""the magician's nephew"" as one proof - it contains a large number of ideas that are never again elaborated upon). the creatures of middle earth draw from several different cultures and myths, while those of narnia are largely directly lifted from greek mythology.

for the inquisitive reader, the religious allegory of c.s. lewis is sometimes obvious (like adam/eve, aslan's ""crucifixion""), at times annoying, and at some points even bigoted. as an example, consider calormen - an obvious reference to an islamic nation. unlike narnia, calormen is full of the rich and deceitful who worship all the wrong things - gold, large palaces, their own leader... the devil... (yes, you read that correctly). as a christian, lewis obviously chose to ignore some of the more infamous moments in christianity (like the opulence of baroque period churches, the spanish inquisition, the crusades, etc...). lewis also takes numerous stabs at contemporary schools that no longer teach religion, but science and other ""less important"" things. to top everything off, the ending is mind-bogglingly and foolishly cruel, at least for a children's book.

contrary to what some readers have pointed out, this book reads on no more than 2 levels - it reads as a great series of children's books, or as veiled religious dogma that was the fifties' answer to today's intelligent design.","good children's book, and... that's pretty much it",1136505600,A3EQ61ES6HQ090,impitbosshereonlevel2
7022,4,"this is one of the best cover pieces for a narnia book, certainly on par with lion and horse.  i was so enthralled with the books cover that i actually read it, and the content itself was pretty good too, which just goes to show that a correlation does exist between cover art quality and literature quality.  i can't stress to potential readers how much i enjoyed this book's cover art; i may even look at the covers of other c.s. lewis books.",another solid piece of art...,1136419200,A3OSYY9Q54R2PU,Robert Blake
7025,2,"i re-read this along with the rest of the series after having read them several times as a kid.  they're definitely for kids, but still fun to read as an adult especially being able to remember reading them as a kid.

this is by far the worst book in the series.  it starts out well enough, with a pretty good story and some pretty good characters, including the new king, and some good animals.  but by the end, it degenerates into a lot of feel good religous nonesense that just doesn't live up to the rest of the series.  having said that, it's still a must read to close out the series, but thankfully it's pretty short.

if you're reading this series for the first time, be sure to read it in the correct order (starting with the lion, the witch and the wardrobe) instead of the stupid order they are currently marketed in, as they will be much more enjoyable.",easily the worst book in the series,1136332800,A3B086LGMBTXEI,John Howard
7026,5,"i re-read this along with the rest of the series after having read them several times as a kid.  they're definitely for kids, but still fun to read as an adult especially being able to remember reading them as a kid.

this is probably my favorite book in the series, as you get to see the origins of narnia, and all it's inhabitants.  also, finding out how the lampost got there, and how the wardrobe became a portal to it is all very interesting.  the new characters introduced are also very good in this book.  i imagine that this one would suffer dramatically, though, if read first, as it is now marketed.  most of the enjoyment in it comes from seeing the genesis of things you're already familiar with from other books.

if you're reading this series for the first time, be sure to read it in the correct order (starting with the lion, the witch and the wardrobe) instead of the stupid order they are currently marketed in, as they will be much more enjoyable.",my favorite in the series,1136332800,A3B086LGMBTXEI,John Howard
7031,3,"this book, the last written in the series, but first chronologically, does a good job of going back to show where the white witch originally came from and how she got to narnia. it's imaginitive and moves along at a brisk pace. what it does not do is enthrall. it's short and easy to read but i never continued reading becuse i felt like i had to know what was going to happen next. it's decently written, although not with an abundance of style, and i finished it only because of its brevity. i enjoyed it, but it never completely grabbed my attention.",short and to the point,1135641600,A1CYOHNGQ1WED1,Ragnar65
7039,5,"first, since it seems to be a big deal, with regard to the order:

1.  cs lewis himself expressed a preference to have the books ordered by their chronological order, relative to their order within narnian time as this set does.

2.  if you don't like the order .... read them in any order you like.

next question?  ;)

that out of the way, this is the way you want to buy the chronicles in paperback form.  do not buy the single volume of all books in one cover, in the paper back form!  the binding will not stand up to repeated reads and children will find it overwhelming.  if you want the 1 volume set, and it's equally a fine book, then pay the extra and get the hard cover.

while not an allegory, in the strictist sense of the word, lewis' chronicles of narnia are certainly allegorical in nature and very representative and illustrative of christian theology.

that feature is greatly prized by parents who want to teach as well as entertain.

rest assured however, that the book and characters themselves are sufficient to entertain and still excellent even if the allegorical element is not what you are looking for.

classic!  timeless!  well worth the time, effort and cost to own.",fantastic!,1134777600,A34PCCROYXQM77,Barton Breen
7043,3,"the magician's nephew is an interesting addition to the chronicles of narnia, one that was probably needed.  it is interesting because it doesn't really fit into narnia until towards the end, but we do see the white witch and how she came about to be.

the magician's nephew has a very biblical feel.  where the chronicles of narnia has a very christian feeling throughout, this one seems to have it even more so.  the correlation of noah's ark with the animals, even so far as to have aslan chose two of each animal.  the tree of knowledge is, in another form, within, as well as the fruit that it bares.  additionally, eve, a woman, ate the apple in the bible, so what do you know?  a woman ate the fruit this time.  finally, aslan creates narnia in a matter of moments, closely correlating to god's creation of earth.

all in all, a decent book, although it mimics the bible too closely to be one that stands out more than the others of the series.  so i would recommend reading it simply to fill in and complete the story, but this is not one of my favorites.",a biblical narnia,1134604800,A3H2CKTFZ3B3GD,Brian Hawkinson
7048,5,"quoting from the copyright page:  for the first time this book is available with full-color complete interior illustrations by pauline baynes.  wow, all i was looking for was the puffin b&w complete illustrations!  peeking into the book i see blank spaces where illustrations ought to be, but it says *some* illustrations are not shown, so i feel sure they are there & complete.  if there are actual numbers on these, i can't see them in the picture, though this looks like one & two, so chronological rather than publishing sequence.",illustrations,1134518400,A2QUAQ4GR6SLF7,Ann J.M.S Harlan
7056,3,"i must say, i can't help myself.  i tend to disagree with most of the reviewers here.  although lewis writes the same, bringing in some moral tales and adventures that teach as well as entertain, this one fell short of the entertainment side.  it seemed that he was stabbing in the dark too much, that he was grasping for straws, throwing in every possible thing that could happen on a voyage to strange lands.  where the lion, the witch and the wardrobe and prince caspian were tales of strange adventures, they were more focused and linear which allowed you to become involved with the story, whereas this one jumps around a lot, going through many mini adventures over and over again.  it felt, actually, as though it were a compilation of short stories all thrown together to make a book.

although i still enjoyed some of it, it wasn't as good as the others, leading to a more disjointed book that is harder to become involved with.  although i would still have to recommend, i would definitely say that this is not one of my favorites of the series.",good tale but...,1134000000,A3H2CKTFZ3B3GD,Brian Hawkinson
7058,5,"this is a great group of books that are not only a good fantisy, but a wonderful example of the life of christ. a must-read for everybody!",a must-read,1134000000,A5ZNQ8FCJKAKG,Master of Book Reading
7078,3,"in preparation for the new film coming out i sat down this week and re-read the entire narnia set. when i read the books originally i was just coming off tolkien and thought that the narnia books were mostly condescending. the authors voice talks down to children in a way that tolkien did not and as a child i found that mostly insulting and never finished the series.

as an adult i can better appreciate what lewis was trying to do, and the books are mostly inoffensive fluff. but his world lacks the depth of tolkien or even modern authors such as david and leigh eddings.

in the end you have a stellar piece of children's literature that never rises above the level of children's literature. on the whole it ends up being a lesser work than tolkien or even the oz books by l. frank baum.","5 stars for kids, 3 stars for adults",1132444800,A3UHLJGZ2E84A5,Jordan Lund
7087,4,"prince caspian is a return visit to narnia.  we return with peter, susan, edmund and lucy.  the book is a great adventure.  although, the story is not as thrilling as the lion, the witch and the wardrobe, it is a good read.  get a copy and prop your feet up.  it is a sweet return trip to narnia.",the return of four old friends,1131667200,A1ZY4AJ6RXU5DT,Southeast AsiaTravel
7121,2,"i'm a big fantasy reader. over the years, i have conquered all or most of lord of the rings, harry potter, redwall (though it's been years since i've finished one of those books), the whole pyrdain thing, and eragon. not to mention that one of my all-time favorite games is final fantasy vii and i used to be an obsessed magic player. call me a dork, but it's true.

anyway, this is some really overrated, boring stuff. granted, i liked the lion, the witch and the wardrobe, but hated the rest. i don't even know why i suffered through this. the worst book is, by far, prince capisan. here's my reading of two chapters: ""the children were walking and decided to sit down. 'i'm hungry', said one. 'i want food'. so they walked, by putting one foot in front of the other, through the grass, which was colored green and under the sky that was blue. another child saw his reflection in the water. 'hey,' he said, 'that's me! now how am i in the water?' so then they stumbled across an old stone building made of old stones..."" do you get my gist? many people will reccomend this, but i am not one of them.",dull.,1126137600,A26NLSTT75FMJM,finulanu
7127,3,"this is the seventh and last (chronologically) chronicle of narnia (after the magician's nephew; the lion, the witch and the wardrobe; the horse and his boy; prince caspian; the voyage of the dawn treader; the silver chair).

this final volume is more or less cut in two parts. in the first one, an ape called shift bullies and forces his companion puzzle the donkey to wear an old lion skin on his back and to pretend he's aslan the great lion. allied with calormenes, they start slaughtering talking beasts and doing other evil deeds.

to tirian, the current king of narnia, and to his dear friend jewel the noble unicorn, this seems like a most unusual behaviour for aslan, so they set out in search of the truth. they'll call children from our world to their aid: eustace and jill.

ensues a battle opposing the king's small party to the calormenes and the men and beasts they've managed to cheat.

in the second half of the book, like in a mirror image of the adventures of digory and polly in the magician's nephew, we witness the unmaking of the world by aslan (the real one this time). like in a curtain call, all the characters (but one) from the previous volumes return for the final journey to the forever kingdom of aslan.

whereas the beginning was rather exciting, i found the ending really too syrupy and allegorical. it was also very shocking to see the absence of susan explained by ""she's interested in nothing nowadays except nylons and lipstick and invitations."" with its oldish style, and the fact that the baddies, the calormenes, have a definite middle-eastern profile, i felt that the book was really anchored in the 1950's. i must admit i'm glad to have finally finished the series.",a rather exciting beginning for a syrupy ending.,1124236800,AVBK68931HD11,Stephanie Noverraz
7135,5,"the voyage of the ""dawn treader"" speaks of the boy king caspian's sea adventures to the end of the world.  with him are his crew, a talking mouse named reepicheep, lucy and edmund pevensie, and their cousin eustace scrubb.  lucy, edmund, and eustace are all from ""our"" world, but they land in the magical world of narnia through a ship painting at eustace's house.  lucy and edmund had both been in narnia before; since time flows differently in narnia, they had actually been rulers of narnia in years past.  now, they are back to join caspian in his quest to find out what happened to the seven lords of narnia that had been banished long ago.  the people of the ""dawn treader"" sail many waters and discover many captivating islands.

there is never a dull moment because every landing is an adventure for the crew.  there is an island of invisible creatures, an island of slaves, an island of darkness, and much more.  my favorite scene is when on one island, lucy is sent to do a task, and she witnesses beautiful but tragic things that could only be seen once.  aslan, the mystical lion that watches over narnia, makes appearances, and he is especially close with dear little lucy.  also, i loved watching eustace emerge as a mature character in the end because in the beginning, he was absolutely dreadful.  caspian's nobleness is striking, but character-wise he does not change a lot.  the ending is, as one reader put it, allegorical, with light everywhere, and i found the scene to be very beautiful and breathtaking.  c.s. lewis' descriptions are always vivid, but the last scenes paint absolutely brilliant pictures.

besides from the wonderful the lion, the witch, and the wardrobe, the voyage of the ""dawn treader"" is one of my favorites in the lovely narnia series because of its neverending adventure.  if you have never picked up a narnia book, i suggest that you start now!",one great voyage,1122854400,A2G1Z591G9QWQC,danielle
7142,3,"some people might think that my opinion here is biased, but i'm going to write it anyway.  i'm a hardcore fantasy reader and so naturally i had to read the con.  i found that it wasn't as amazing as i would have liked.  first of all if you are used to long quests and epic battles, the con really throw you off.  quests sometimes happen in merely a page or two and the battles are mild to moderate.  the characters usually have mildly interesting backgrounds, and most of the places that could have brought a lot of depth to the story are cut short.  i don't want to ramble too much but the general idea is that the con are not for readers who really love series like the lord of the rings, dragonlance, or the death gate cycle.  if you are into short, cute fantasy adventures, then the con are great for you.",i've read too much hardcore fantasy...,1121731200,A3N0QUQIY791Z2,Sushma Chandran
7148,3,"this is the fifth (chronologically) chronicle of narnia (after the magician's nephew; the lion, the witch and the wardrobe; the horse and his boy; prince caspian, and before the silver chair; the last battle).

this book takes edmund and lucy pevensie, along with their annoying bully of a cousin eustace, once again to the land of narnia, more precisely on the great eastern ocean, on prince caspian's ship, the dawn treader.

caspian and reepicheep the valiant talking mouse, are indeed on a quest to the lone islands, where they hope to find the seven lords caspian's tyrannic uncle miraz sent into exile.

on this trip, the children will meet dragons and merpeople, as well as strange one-legged creatures called the dufflepuds. lucy will again be very brave, and eustace will learn to become a better person. together they wil travel to the end of the world, in search of aslan's country.

i'm sorry i don't have many more comments to add since the previous volumes. i liked this book, but i can't say whether it's better than the others or not. i just wasn't captivated by the story, except maybe in a chapter or two. the overly talkative reepicheep tended to get on my nerves, and although the passage with the boat treading the sea of lilies was quite enchanting, the ending was too allegorical for me. gosh am i getting to old?",not much more to add.,1120521600,AVBK68931HD11,Stephanie Noverraz
7155,3,"i was looking for a high-quality edition of the chronicles of narnia for my daughter.  i thought this new boxed set looked really attractive with the colored illustrations and quality paper.  why did the publisher have to ruin it with the big, stupid yellow circles screaming about a ""major motion picture"" on the box and on the cover of each book?  marketing people truly have no taste or aesthetic sense.",irritating marketing mars this edition,1117497600,AZYZ6338V6TLU,Hotspur
7168,5,"as a child, my dad would read this to me and my brother every night before we went to sleep.  we loved it and made it through the books many times.  later, i went back and read them and was blown away by how deep they are.  kids will love the books for the story, but adults will also enjoy the religious symbolism in the book. i guess that is why my dad could stand to read it to us night after night.  these books are fantastic - every one of them has its great moments.

also, if you like these, you might also look at lewis's lesser-known space trilogy (""out of the silent planet"", ""perelandra"" and ""that hideous strength"").  these don't get nearly the acclaim that the narnia books do, but are very good in their own right.  the three books are kind of a progression, but don't need to be read in order.  also, the first book is science fiction, the second fantasy and the third a mix of sci-fi, fantasy and horror.  if you only read one of the three, read ""perelandra"".",a true classic,1109030400,A1Y01961GKDLO,Pistol Pete
7207,2,"you said it, neilicus107. that the publisher would reorder these books according to their boneheaded idea of chronology is an outrage. it's no different from taking all the flashback parts from a book or a film and putting it at the beginning. i'm glad that i still have my old penguin edition, and will be giving that to my nephew instead.",publisher has taken terrible liberties,1088467200,A2XXDN0JXY6OJJ,A. S. Kaku
7212,2,this book goes noware but down. the begging is good and then in the middle goes down ward. it's o.k. at times but fore die hard fantasy fans like harry potter stay away.,o.k at times but goes noware,1086480000,A1IUI3CJUMB7J0,Jake
7217,3,"""prince caspian"" is either the second or fourth book of cs lewis' classic narnia series, depending on whether one reads the books in published order or chronological order. the story picks up where ""the lion, the witch and the wardrobe"" leaves off, with peter, susan, edmund and lucy back in england after having spent many years in narnia as kings and queens. what follows is in many ways almost a straight rehash of ""wardrobe"" and is possibly the most forgettable of the narnia books. were it not for the introduction of caspian, one of the major characters in the series, it would almost certainly be the least memorable of the seven books.
the children find themselves pulled into a strange world, this time by a magical force rather than by wandering through a wardrobe. quickly (and predictably) enough the world is revealed to be narnia. why did they not know this right away? because the single year they spent in the real world was many hundreds of years in narnian time. narnia has aged while they have not.
the four children, who in narnia are revered as legendary kings and queens of old, find that they have been pulled into narnia to aid king caspian, a prince from a kingdom of rather oppressive humans who have taken over narnia and are attempting to squash all memory and knowledge of the land's talking animals and mythical creatures. naturally, this means those people have to be stopped.
if it sounds exciting, it's not. if it sounds boring, it is.
travelogues and adventures that are little more than episodic journeys can be great fun and often tap into the glory of exploring the forest as a child, but this journey simply has little or nothing to engage the reader or capture one's interest. the glimpses of how narnia has changed in the years since the four kids were there are interesting, but the interest is minimal at best. the travels just lack punch or adventure.
lewis takes a few ill-advised detours that seem only to pad the story while hammering home the idea that people who do not believe in the mystical creatures of narnia are inherently bad. the heavy-handed messaging in other narnia volumes generally feel like the moral messages of any other classic fairy tale, but here they somehow feel wrong.
all in all, ""prince caspian"" adds very little to the lore (and lure) of narnia despite being a part of the central plot, with core narnia characters throughout. its greatest contribution to the series is introducing the off-kilter time concept, an old clich&eacute; of alternate world stories, and bringing the character of caspian (as well as the delightful and brave mouse reepicheep) to the series. and that's about this book's whole worth. it introduces you to characters you will grow to like later and to concepts essential to the series.
take note, because ""prince caspian"" is part of the core narnia books (those involving the four original children and the characters linked directly to them) it's hard to recommend skipping this one - but it really fails to live up to the fantastic spectacle of the others. children may enjoy the return romp to narnia, but more likely even they will find that this one disappoints.",the least desirable entry,1082764800,A1PEKEZTSDJAVH,Eric San Juan
7222,4,"c.s. lewis's the magician's nephew is a fast paced fantasy that takes place in multiple worlds.  by magic, a young child, digory, is transported to a different universe.  he encounters many evils and must overcome great peril.  being courageous and fearless along the way, he meets new friends and animals to help him.  there are also elements that help relate the story to life's relationships and lessons.
 if you are one who enjoys an adventure that is out of this world's constraints than read this book.  it features a younger kid's adventure and may relate to a younger audience better, but older people can appreciate it as well.  if talking animals intrigue you, you might like this book.  if you can't stand things out of the ordinary this book is definitely not for you.",the magician's nephew,1080691200,A1288XI5LO0J76,Senior High
7226,3,"i hate to take away one star because of the way the publishers currently number the books, so i won't. however, i would like to question the reason for the re-ordering of the books. i'd hate to think it's because the publishers thought it would be easier for kids to understand, because each book makes it pretty clear when each story occurs (and the original sequence worked for a good 30 or so years; if it ain't broke, etc). also, the sense of mystery and discovery is taken away with the new sequence; the mystery of who the professor is, for example. for example, narnia is discovered by lucy. it is not mentioned, introduced or even described (initially)by the author. thus, the reader's discovery and sense of wonder comes by way of lucy's point of view. the word narnia isn't even mentioned till the second chapter. in ""magician's nephew,"" narnia is mentioned on the very first page.

the original sequence just works better. i see it thusly: the lion, the witch & the wardrobe is the first book; it serves as the introduction and ends with the kids coming back to their reality. the original second book is the classic sequel, essentially giving the fans what they want by having the original four heroes go back to narnia and help aslan kick butt. book 3, the voyage of the dawn treader, is a changing of the guard, somewhat, introducing a new human protagonist, eustace, to replace peter and susan pevensie, apparently now too old to visit narnia. book 4, the silver chair omits edmun and lucy (like peter and susan, now also too old to go back to narnia) brings back eustace and introduces his friend jill. book 5, the horse & his boy is a break from the author's previous trend of having kids visiting or revisiting narnia kids visiting & revisiting narnia and instead tells a story that happened under the original 4 children's reign. book 6, the magician's nephew goes back to the aforementioned trend of kids visiting/revisiting narnia but tells the story of the first time it ever happened. nephew is arguably the best book, but i think it's much better if read in its original place, which is 6th. the sense of discovery is just much stronger, in my opinion. book 7, the only book that keeps its original place, wraps it all up, bringing back all the human protagonists (sans susan).

so, in closing, i'll just say there's absolutely nothing wrong with the original sequence. it is, in fact, much superior. heck, the movies are allegedly going to follow the original sequence (they at least started with the right book).",the original order really is best *possible spoilers*,1072051200,A8IZXBE7J6RNJ,ApeLieUproar
